gully,NDVI,Lithology,dist_fault,dist_road,dist_river,soil_textu,Landcover,TWI,TPI,SPI,Slope,Profile_Cu,Plan_Curva,Aspect,DEM,Rainfall
1,0.08924475127,2,0.000,0.000,382.175,7,1,6.651300,-0.675676,-660367.000000,10.999200,0.000927,-0.005044,210.964000,548,409.2400
1,0.11531381936,2,13012.200,382.175,854.569,7,6,7.146060,-11.945900,-75599.300000,5.128710,-0.003842,-0.024759,111.801000,388,509.7270
1,0.09347278057,2,382.175,0.000,191.087,4,3,6.463710,1.324320,2858.820000,13.262700,0.001537,-0.007071,225.000000,532,412.5680
1,0.10429056353,2,13012.200,382.175,854.569,7,3,7.508830,-10.486500,10268.600000,6.654430,-0.002722,-0.028571,180.000000,382,509.8670
1,0.11312981397,2,382.175,0.000,688.975,7,3,7.733600,-6.783780,-50247.100000,8.049470,-0.004854,0.011785,225.000000,565,404.8760
1,0.09613204540,2,573.262,191.087,191.087,4,3,5.367840,4.216220,1356.500000,19.451200,-0.000140,0.005192,160.710000,523,413.4890
1,0.09827314166,2,191.087,191.087,191.087,7,1,9.184490,-8.027030,-37618.000000,15.070000,0.001259,-0.023763,248.199000,516,410.5320
1,0.16034442144,2,3768.830,540.477,191.087,7,3,7.382080,-3.810810,-4214.840000,8.984880,-0.001285,-0.012649,71.565000,376,456.0000
1,0.11441467585,2,2301.000,764.350,0.000,7,3,7.860740,-7.243240,10108.900000,7.416540,-0.006030,0.000560,39.805600,374,446.7370
1,0.10228010570,2,573.262,0.000,540.477,7,3,7.543700,-3.783780,7190.550000,6.918170,0.000769,-0.020215,254.055000,584,406.5100
1,0.14046743573,2,1967.370,573.262,0.000,7,3,8.187560,-6.567570,-11332.200000,5.550720,-0.001837,-0.003699,30.963800,385,442.8220
1,0.14615252543,7,787.874,573.262,955.437,7,3,9.332740,-7.162160,123152.000000,4.262690,-0.001763,-0.005963,333.435000,586,404.1490
1,0.10368258040,2,604.271,191.087,191.087,7,3,6.801200,-2.351350,-1405020.000000,10.999200,-0.000634,0.003447,30.963800,514,417.3470
1,0.12132777356,3,10838.200,810.715,0.000,7,3,8.058280,-1.324320,131.817000,9.462320,-0.001066,0.000000,270.000000,360,493.6670
1,0.11979160274,2,2866.310,270.238,270.238,7,3,8.123800,-7.432430,-183554.000000,17.387300,-0.002001,0.002030,205.201000,390,452.5820
1,0.10611044762,2,3507.900,270.238,0.000,7,1,7.238750,-8.513510,10579.200000,3.931100,-0.004770,-0.002853,284.036000,373,457.6370
1,0.08898154784,7,787.874,382.175,0.000,7,1,6.343770,-0.756757,307.943000,12.638200,-0.002284,0.008487,228.013000,541,408.9420
1,0.09966968659,2,3081.190,0.000,382.175,7,3,7.623580,5.270270,486.879000,6.721370,0.000816,0.030641,135.000000,437,455.6500
1,0.14155695336,7,1575.750,1575.750,1492.440,4,3,8.201590,-8.540540,-8148.680000,8.478710,-0.002795,-0.002981,116.565000,728,400.0000
1,0.11649388541,2,3763.990,573.262,382.175,7,3,6.974560,-1.594590,-12660.700000,14.621100,-0.000705,0.009370,206.565000,418,460.4780
1,0.11382617917,2,3939.370,764.350,573.262,7,3,8.193030,-3.297300,-6565.150000,5.710590,0.002189,-0.022222,90.000000,414,460.9870
1,0.12562299298,2,3081.190,0.000,382.175,7,3,9.569910,-7.540540,-10704.200000,6.091480,0.003024,-0.044440,141.340000,419,455.3450
1,0.12356276674,2,3763.990,573.262,382.175,7,3,6.594450,-2.432430,701.090000,15.845200,-0.000230,0.000911,176.634000,411,460.4940
1,0.11925968681,2,2916.820,191.087,270.238,7,3,9.763280,-8.243240,-300540.000000,8.104440,-0.002031,-0.036021,69.444000,410,455.1930
1,0.13167928625,2,13961.200,1208.540,0.000,7,2,8.445220,-3.972970,38176.100000,0.954841,-0.000555,-0.133333,360.000000,327,510.8100
1,0.12095062951,2,3248.490,0.000,191.087,7,1,7.611180,-2.783780,-35949.300000,11.348100,0.000545,-0.011187,221.634000,391,457.5320
1,0.12766270016,2,3939.370,764.350,573.262,7,3,7.474870,-11.513500,-600730.000000,14.155500,-0.007217,-0.010465,7.594640,413,461.8390
1,0.15103385473,2,3763.990,573.262,382.175,7,3,8.047860,-6.054050,4025.520000,6.721370,-0.002677,-0.005091,171.870000,392,459.8680
1,0.12260152208,3,14792.900,2058.070,1208.540,7,3,9.013190,-12.189200,859559.000000,1.350220,-0.000555,-0.212132,225.000000,379,507.8480
1,0.16090774077,7,1575.750,1575.750,1492.440,4,1,8.570720,-6.918920,24898.800000,3.438910,-0.002338,0.011379,213.690000,716,400.7540
1,0.10273550671,7,1114.220,191.087,191.087,7,1,5.423800,3.351350,4157.090000,26.113200,0.000298,0.002560,197.819000,553,408.9030
1,0.12668827885,2,3163.060,0.000,191.087,7,3,7.758310,-3.162160,8548.200000,9.736780,0.001927,-0.024679,209.055000,389,457.9310
1,0.13620724116,2,3513.100,382.175,191.087,7,1,9.875310,-2.270270,10291.100000,6.379370,-0.001418,-0.001988,63.434900,385,460.4320
1,0.12264229544,2,3337.200,191.087,0.000,7,3,8.027610,1.783780,312059.000000,7.825530,0.001843,-0.005707,75.963800,379,459.6610
1,0.10300706730,2,604.271,573.262,573.262,7,3,9.021470,-7.918920,-2067890.000000,4.763640,-0.001649,-0.040000,360.000000,531,419.4390
1,0.17544928419,7,1881.990,1162.340,1080.950,7,6,7.357360,-3.648650,17815.300000,17.035700,-0.002201,0.004592,112.380000,697,403.4790
1,0.12071812742,7,974.358,955.437,382.175,7,1,9.202430,-11.594600,-3010760.000000,4.763640,-0.006752,-0.018133,36.869900,548,414.8800
1,0.12153672282,2,854.569,764.350,688.975,7,6,8.889000,-4.810810,-1137260.000000,4.763640,0.000154,-0.048533,306.870000,542,419.7270
1,0.13260455087,7,1351.190,0.000,191.087,7,3,8.349200,-5.540540,327765.000000,17.224400,-0.002460,-0.023151,323.746000,591,409.3590
1,0.11863046490,2,1029.040,787.874,604.271,7,3,9.672830,-3.162160,2106.190000,10.046800,-0.001469,0.011821,221.186000,557,418.4910
1,0.09831730146,3,14321.400,1540.600,270.238,7,3,8.134750,-12.162200,-115709.000000,2.134300,-0.007207,0.000000,333.435000,341,512.2900
1,0.10961069603,7,1146.520,1114.220,688.975,7,3,6.668350,-1.405410,-11292.600000,17.752800,0.001861,-0.004994,38.659800,577,417.5400
1,0.11089505256,7,1540.600,191.087,0.000,7,1,7.037030,-7.189190,-2404.390000,18.627000,-0.008136,-0.016136,261.469000,532,411.3100
1,0.12133454868,2,810.715,955.437,955.437,7,1,9.144570,-1.432430,-102665.000000,8.478710,0.000000,0.000000,333.435000,565,421.8590
1,0.11291199186,2,1162.340,1029.040,764.350,7,3,8.852920,-6.351350,36697.800000,6.654430,-0.001633,-0.028571,360.000000,573,418.8030
1,0.12752252970,7,1146.520,1114.220,688.975,7,1,6.405290,6.135140,-878.032000,8.735690,0.006772,0.001361,49.398700,596,418.2250
1,0.09192510111,7,1709.140,382.175,427.284,7,1,5.989180,10.513500,478.607000,6.721370,0.001165,0.037052,261.870000,629,409.4280
1,0.09107713252,7,1632.650,191.087,270.238,7,3,5.159660,9.729730,147.570000,18.941600,-0.000559,0.008399,209.055000,607,409.9990
1,0.11050770083,7,1575.750,0.000,191.087,7,3,5.015160,6.270270,-1484.720000,27.625000,0.000636,0.013113,217.235000,569,410.8790
1,0.09357621629,7,1709.140,382.175,427.284,7,1,5.788460,8.135130,695.983000,13.036600,0.001887,0.003183,210.256000,628,409.5030
1,0.11236932514,7,1162.340,1029.040,764.350,7,1,8.269740,-9.675680,-48936.600000,8.735690,-0.003919,-0.027818,40.601300,581,419.0570
1,0.12131037029,2,2966.470,0.000,0.000,7,1,6.378070,-5.513510,507.718000,22.090300,-0.003979,-0.008208,250.821000,374,460.9500
1,0.12156707136,7,1391.140,1029.040,764.350,7,1,9.014410,-7.324320,61050.300000,6.853220,0.000167,-0.066137,236.310000,598,416.4590
1,0.12956402168,7,1455.280,854.569,688.975,7,3,8.712880,-2.324320,-34365.800000,5.550720,-0.000338,-0.007902,329.036000,609,416.2470
1,0.13034328555,7,1391.140,1029.040,764.350,7,1,9.066650,-4.432430,439645.000000,7.594640,0.000000,-0.016667,270.000000,596,416.7990
1,0.11878715481,7,1391.140,1029.040,764.350,7,1,8.824960,-0.243243,19935.100000,10.219400,0.001833,0.004741,303.690000,607,416.5220
1,0.08818187994,2,2966.470,0.000,0.000,7,3,6.772160,-9.945950,-13050.900000,8.159010,-0.004719,0.002932,305.538000,360,461.8960
1,0.07939911012,7,1812.810,191.087,191.087,7,1,6.107840,1.918920,-2499.500000,18.196600,-0.000114,0.012235,239.534000,562,411.3220
1,0.10252247113,7,1391.140,1029.040,764.350,7,3,9.216400,-6.702700,57451.200000,0.954841,-0.003887,0.133333,270.000000,589,417.2780
1,0.10226915043,7,2735.960,1802.710,955.437,7,3,9.622570,-10.027000,-3722.680000,12.536400,-0.001324,-0.023581,257.005000,763,401.5240
1,0.13364814802,7,1528.700,1455.280,974.358,7,1,7.530570,4.702700,13320.400000,10.555400,0.003273,0.008348,26.565100,612,418.9470
1,0.16037770647,2,2549.420,382.175,191.087,7,1,7.853270,-1.513510,4031.600000,9.646220,-0.001372,-0.004651,258.690000,368,460.6800
1,0.07519406164,7,2058.070,191.087,191.087,7,3,5.123830,3.324320,3311.340000,26.126300,-0.002090,0.008154,260.218000,605,410.7710
1,0.16382613482,7,1528.700,1455.280,974.358,8,1,7.994990,-1.189190,-34798.600000,11.348100,0.000119,-0.008935,4.763640,626,419.6980
1,0.12068369464,7,2840.720,1540.600,764.350,7,3,8.288240,-7.000000,-51513.500000,11.499500,-0.004298,0.008797,304.992000,736,403.3520
1,0.09282715824,7,1632.650,955.437,810.715,7,3,5.912800,1.675680,19169.000000,20.250700,0.000596,0.001054,251.565000,626,417.6650
1,0.13923675266,2,11902.800,1709.140,2682.040,7,3,8.992050,-7.027030,48872.500000,10.176500,-0.004567,-0.004269,68.198600,513,520.6810
1,0.16032093764,2,2923.080,0.000,191.087,7,1,6.345060,2.756760,2168.850000,13.515800,-0.000864,0.008534,213.690000,364,463.2050
1,0.10401504822,2,1492.440,1391.140,1114.220,8,1,8.364520,-8.054050,-27955.300000,15.042400,-0.007606,0.006615,330.255000,637,421.6840
1,0.09993910167,7,2058.070,191.087,191.087,7,1,5.373860,4.054050,2261.200000,16.601500,-0.000782,0.010435,206.565000,566,411.9910
1,0.12860106799,7,2236.620,191.087,0.000,7,1,6.620040,-6.135140,-532474.000000,17.294400,0.000101,-0.005726,195.524000,561,411.8260
1,0.09332545777,7,1812.810,1029.040,955.437,7,3,6.054870,1.405410,-716.202000,15.423200,-0.001244,0.017117,244.983000,621,418.0740
1,0.12807067657,7,1761.740,1208.540,1080.950,7,3,6.609210,-4.216220,3444.640000,19.630400,-0.001222,0.004101,37.405400,605,418.4880
1,0.13112569532,2,2891.680,191.087,191.087,7,1,8.423290,-4.378380,2995.200000,6.379370,-0.000545,-0.009938,63.434900,355,463.9450
1,0.12233320199,7,1730.370,1377.950,1146.520,8,1,10.471000,-4.486490,-169082.000000,8.984880,-0.001071,-0.014055,18.434900,623,420.0140
1,0.13961046761,7,1730.370,1377.950,1146.520,8,1,9.634380,4.513510,4445.830000,7.594640,0.001082,0.000000,270.000000,633,419.5930
1,0.14597392812,7,2308.920,191.087,0.000,7,1,6.859960,-8.405410,-7292.010000,11.795700,-0.005712,0.021181,208.610000,557,411.7460
1,0.11298616644,7,1730.370,1377.950,1146.520,8,1,10.316100,-4.972970,-9342340.000000,4.763640,-0.001649,-0.040000,360.000000,625,419.7330
1,0.11314923604,7,1812.810,1029.040,955.437,7,3,9.177170,-7.000000,-670212.000000,4.857530,0.000824,-0.035955,281.310000,616,418.4830
1,0.12051847574,7,1730.370,1377.950,1146.520,8,6,10.255300,-3.378380,359639.000000,7.233840,-0.000776,-0.002490,23.198600,629,420.1440
1,0.08565446853,7,3460.740,2910.560,382.175,4,3,4.903390,5.837840,772.592000,31.744700,0.002965,0.008371,274.635000,708,399.6760
1,0.10792686177,3,12044.600,787.874,0.000,7,3,8.234370,-1.891890,4733.390000,10.046800,-0.000418,0.005605,318.814000,337,506.1490
1,0.11383472496,7,3444.880,2735.960,382.175,4,3,4.835060,-0.513514,-2558.600000,33.723100,-0.003823,0.003296,92.862400,704,400.3640
1,0.13139242464,7,3439.570,2563.710,382.175,4,3,6.910690,-14.351400,4746.870000,13.069200,-0.006495,-0.003232,68.962500,724,400.8940
1,0.12150220147,7,1812.810,1029.040,955.437,8,3,10.729200,-9.891890,98105.100000,3.438910,0.002338,-0.066849,326.310000,622,418.9660
1,0.09882366610,7,4102.820,4311.130,191.087,7,3,4.745970,6.864860,-2325.890000,14.506400,0.006817,0.011761,194.931000,810,397.0210
1,0.10996741160,3,12231.100,688.975,0.000,7,3,8.484170,-1.864860,33593.700000,7.233840,-0.000570,0.004603,293.199000,336,506.3080
1,0.13620994196,7,4229.900,4684.570,0.000,7,1,6.529170,-0.621622,-917371.000000,23.567200,-0.000819,0.006258,133.452000,725,396.7590
1,0.12530833545,7,3630.660,2308.920,191.087,4,3,6.778930,-1.135140,8677.160000,16.601500,-0.001173,-0.017889,206.565000,736,401.6830
1,0.11150242077,7,3675.640,3021.360,191.087,4,3,7.461660,-3.054050,-21958.100000,36.835900,-0.000487,-0.003181,212.276000,692,400.2330
1,0.08457105452,2,2966.470,688.975,382.175,7,1,7.157250,-12.270300,26811.900000,13.640300,-0.001289,-0.007948,254.055000,621,408.0780
1,0.10614709952,7,3630.660,2308.920,191.087,4,1,6.678270,4.135140,23812.700000,17.012000,0.000826,0.002360,209.358000,731,401.8820
1,0.11554022663,2,2910.560,540.477,382.175,7,3,7.607550,-8.945950,740.456000,18.962300,-0.003732,0.001522,165.964000,612,408.8140
1,0.10921959938,7,3630.660,2484.140,191.087,4,1,5.869000,-1.837840,42.604900,25.142400,-0.002421,0.005771,186.116000,694,401.9680
1,0.12326248586,2,3203.210,1351.190,382.175,4,1,7.153420,-0.324324,-53472.900000,23.765200,-0.002315,0.001811,240.524000,706,405.6840
1,0.16759828010,7,3710.250,3203.210,191.087,4,3,7.380040,-7.027030,-17730.900000,24.359600,-0.001393,-0.013108,186.340000,690,400.1430
1,0.10008870609,7,3754.270,3386.080,191.087,4,1,5.104880,12.000000,-2736.540000,27.372400,0.002103,0.010295,176.309000,729,399.7420
1,0.10612551127,2,3203.210,1351.190,382.175,7,3,9.537830,-6.756760,550552.000000,7.653050,-0.000308,-0.034857,209.745000,666,406.4740
1,0.16485402495,7,3897.430,3151.490,0.000,4,6,7.819830,-7.837840,19173.200000,13.166300,-0.003101,-0.002266,184.086000,668,400.6770
1,0.13663085139,3,12611.800,382.175,0.000,7,3,6.974900,0.594595,-11291.300000,20.607100,-0.001148,0.008157,167.196000,333,508.8470
1,0.09881285134,7,3675.640,1881.990,0.000,7,1,7.543430,-3.783780,14755.300000,28.987600,-0.000832,-0.002770,186.911000,677,403.9240
1,0.13632685727,7,3939.370,3337.200,0.000,4,1,5.361510,0.189189,-309.562000,25.030900,-0.000130,0.006323,182.045000,694,400.2040
1,0.09763355534,7,2661.540,191.087,191.087,7,6,5.367440,12.297300,6261.980000,17.083100,0.003631,0.019013,310.601000,629,414.6040
1,0.11828841353,7,2661.540,191.087,191.087,7,6,5.774910,9.027030,55.259600,12.604400,0.004544,-0.001988,296.565000,632,414.6920
1,0.09209342407,2,3337.200,1080.950,191.087,7,1,7.697860,-1.324320,3731.800000,15.897000,-0.002329,-0.010315,200.556000,629,407.5980
1,0.11108682126,2,3386.080,1223.560,191.087,7,3,6.356550,-5.027030,-120272.000000,26.767500,0.000076,-0.004617,187.595000,628,407.2120
1,0.13513374117,5,2872.670,191.087,191.087,7,3,5.894970,3.837840,-1718.610000,15.179700,0.001562,0.003833,132.510000,396,467.6070
1,0.14520563733,2,3845.560,1812.810,191.087,7,6,9.479110,-12.945900,-13169.600000,9.321840,0.000754,-0.035241,23.962500,643,405.2640
1,0.12277864116,5,2872.670,191.087,191.087,7,1,6.752720,-0.081081,-1464.620000,15.503400,-0.000170,-0.005322,122.735000,370,467.6770
1,0.12840838610,2,2682.040,382.175,0.000,4,3,6.857280,-5.324320,-179.472000,12.536400,-0.004721,-0.007158,282.995000,346,466.7750
1,0.16008378517,5,3063.360,0.000,270.238,7,1,7.742020,-6.027030,-10321.100000,12.048300,-0.003574,-0.002920,128.660000,385,468.8800
1,0.12901074115,7,2735.960,427.284,191.087,7,1,9.069190,-5.891890,-1910.880000,21.955000,-0.003866,0.002375,97.125000,623,417.7660
1,0.16419670786,3,14336.700,1029.040,1281.850,7,6,8.563290,-2.162160,6802.630000,15.922800,0.000076,-0.017825,83.290200,436,515.4070
1,0.13922500956,5,3270.890,191.087,382.175,7,3,7.392520,-13.081100,11008.000000,25.635100,-0.000361,-0.011708,159.677000,403,470.9160
1,0.11226466259,7,2910.560,604.271,0.000,7,1,6.041910,8.486490,-4559.060000,24.227700,0.005477,0.002469,90.000000,654,418.4420
1,0.10427438655,7,3087.110,382.175,382.175,7,3,6.216960,-2.459460,17650.600000,17.083100,-0.002729,-0.000681,220.601000,644,416.5350
1,0.12473776763,2,2702.380,382.175,0.000,4,3,7.250730,-2.675680,14375.700000,19.827000,-0.001352,-0.007823,303.690000,360,467.9710
1,0.13001174869,2,2136.420,955.437,573.262,4,6,8.278020,2.486490,14295.100000,22.619900,0.003933,-0.002667,270.000000,403,465.0780
1,0.10144638018,7,3087.110,382.175,382.175,4,3,8.216010,-10.378400,6955.330000,10.219400,-0.005173,-0.003793,213.690000,635,416.8420
1,0.12382021466,7,3337.200,427.284,540.477,7,1,5.898090,6.243240,18031.200000,14.066200,0.002670,0.010498,266.186000,669,416.4420
1,0.09856167071,2,14239.500,191.087,427.284,7,3,6.232550,-4.783780,3896.130000,22.668600,-0.002435,-0.000559,208.610000,369,522.4440
1,0.13863091514,7,3337.200,427.284,540.477,7,1,6.117600,4.675680,871.913000,16.228700,0.002014,0.005545,246.371000,666,416.4420
1,0.11674508229,7,3337.200,427.284,540.477,4,3,7.773880,-8.540540,-29801.600000,5.128710,-0.002517,-0.002561,248.199000,643,417.1270
1,0.10828812793,7,3337.200,427.284,540.477,4,1,6.655400,-3.675680,-2385.730000,8.935630,-0.001414,-0.001270,237.995000,651,416.8910
1,0.13313281837,2,14093.900,191.087,604.271,7,3,8.784080,-5.891890,-67986.500000,8.478710,0.001720,-0.019379,116.565000,364,522.6810
1,0.16342365763,2,3110.680,191.087,191.087,7,3,6.509890,2.756760,-6151.660000,14.592600,0.001007,0.004268,129.806000,363,471.3840
1,0.12841429600,7,3507.900,191.087,270.238,7,1,7.791890,1.297300,-10020.000000,8.735690,-0.000221,-0.009358,77.471200,664,415.6010
1,0.14765812495,2,9953.070,2972.620,0.000,7,1,8.778600,-8.864870,-39194.200000,5.385980,-0.005482,-0.011785,315.000000,337,503.0030
1,0.10616420403,7,3203.210,604.271,270.238,4,6,9.262530,-5.027030,3671.510000,6.721370,-0.001513,-0.005751,278.130000,633,418.5440
1,0.10812900100,7,3507.900,191.087,270.238,7,1,7.194830,-1.729730,11294.300000,7.594640,-0.003246,0.000000,90.000000,670,415.8290
1,0.13690859786,2,3110.680,191.087,191.087,7,3,8.993490,-2.108110,-135506.000000,11.499500,0.000074,-0.003116,124.992000,353,471.7840
1,0.12715945147,7,3337.200,427.284,540.477,7,6,6.609120,-0.081081,1860.450000,16.527800,-0.004909,0.024392,38.157200,658,417.4170
1,0.15540763797,2,3337.200,0.000,382.175,7,6,9.684450,-8.054050,38962.900000,6.379370,0.000327,-0.047703,63.434900,377,472.9800
1,0.16016516614,2,3151.490,191.087,191.087,7,3,8.848730,-0.972973,8956.510000,15.845200,0.000462,-0.001829,86.633500,358,472.5440
1,0.13986151796,2,3151.490,191.087,191.087,7,3,9.053590,-3.594590,-2374.720000,12.536400,-0.002532,-0.007748,77.005400,349,472.5440
1,0.11048714710,7,3513.100,540.477,688.975,7,6,9.552520,-7.594590,-67809.400000,8.478710,-0.001935,-0.008944,296.565000,652,417.7130
1,0.22207651008,2,3151.490,1114.220,0.000,4,6,8.913890,-10.054100,-4071170.000000,14.155500,-0.005262,-0.010158,97.594600,660,423.0780
1,0.15718752028,2,3151.490,191.087,191.087,7,3,7.007270,1.027030,2279.350000,19.370800,0.002580,0.002322,58.570400,352,472.9880
1,0.10181805732,2,10933.800,2308.920,382.175,7,3,8.157450,-8.216220,99892.500000,7.594640,0.000000,-0.025000,180.000000,364,508.5850
1,0.12266031602,2,3203.210,270.238,191.087,4,1,8.520960,2.567570,-2764.000000,8.582480,0.000255,0.012974,96.340200,343,473.1170
1,0.19792680948,2,2136.420,1281.850,955.437,4,6,8.748680,-3.297300,7058.590000,3.438910,-0.001488,0.015645,326.310000,376,468.5190
1,0.13235396922,2,10553.100,2661.540,191.087,7,3,10.147700,-6.135140,-162883.000000,1.909150,-0.002219,0.000000,180.000000,327,507.6740
1,0.09424697031,2,4542.100,1208.540,955.437,7,1,8.891340,-8.945950,-190247.000000,8.159010,0.001187,-0.031785,234.462000,790,413.3190
1,0.12250317726,3,14955.000,0.000,955.437,7,3,7.392740,-3.729730,-1042.130000,15.070000,-0.005364,0.020064,158.199000,386,522.6310
1,0.13827444817,2,4357.460,688.975,955.437,4,6,7.383710,-8.459460,64950.700000,17.083100,-0.004498,-0.004934,12.528800,719,415.9360
1,0.16941973394,2,3444.880,191.087,270.238,7,6,8.337640,0.621622,46749.200000,10.430800,0.000728,0.007916,84.805600,369,476.0510
1,0.09916469335,2,4777.190,1455.280,1146.520,7,1,6.889050,6.108110,419.896000,9.646220,0.001331,0.031052,281.310000,804,414.5240
1,0.14862233893,2,14602.900,573.262,382.175,7,6,7.707520,-15.054100,-5142.020000,12.048300,-0.012877,0.002032,38.659800,309,526.2490
1,0.15632659749,2,10973.800,2417.090,0.000,7,3,8.428190,-0.081081,6603.460000,10.388900,0.001586,0.006061,360.000000,326,511.0030
1,0.11788335321,2,14602.900,573.262,382.175,7,6,6.536390,-6.513510,-4225.680000,18.174800,-0.001837,-0.000244,246.038000,316,526.3470
1,0.17843077855,2,4719.510,1281.850,1146.520,4,6,9.073080,-5.594590,75.815800,12.604400,-0.003305,0.015901,333.435000,752,415.7530
1,0.10979256012,2,14743.500,573.262,191.087,7,3,6.476960,-0.918919,-6093.980000,20.809700,-0.000168,0.012234,232.125000,314,526.7850
1,0.10625793632,2,14458.400,854.569,540.477,7,3,8.232810,-7.918920,3187.860000,15.845200,-0.001491,-0.013675,176.634000,365,527.6200
1,0.14582672815,2,12514.400,1114.220,0.000,7,3,7.495470,-4.945950,26574.100000,13.915800,-0.001699,0.005256,137.726000,313,516.3750
1,0.12904347250,2,4777.190,1881.990,1351.190,7,6,9.850050,-1.783780,473024.000000,16.916500,0.003090,-0.009775,279.462000,842,415.3750
1,0.21348271378,2,4781.010,1540.600,1337.610,7,6,8.926970,-1.918920,-82303.400000,11.648600,0.000276,-0.009511,345.964000,813,416.3340
1,0.13644166116,2,4116.150,191.087,688.975,4,3,7.705040,-6.297300,-79761.000000,23.810600,-0.002459,-0.006573,169.114000,457,482.0610
1,0.13569767163,2,15003.700,955.437,0.000,7,3,7.872230,-0.702703,-693173.000000,10.999200,0.000958,-0.005212,300.964000,294,527.6120
1,0.18142841846,2,4017.380,191.087,427.284,4,3,8.021080,-7.810810,2182.620000,12.638200,-0.002957,-0.008104,131.987000,429,482.0110
1,0.17357301362,2,4017.380,191.087,427.284,4,3,7.708600,-10.351400,-712.325000,12.536400,-0.002802,-0.021433,77.005400,432,482.1640
1,0.12148648222,2,13162.900,2491.470,540.477,7,3,7.056940,-11.648600,-2034.100000,21.818600,-0.006164,-0.012674,87.614100,399,531.3590
1,0.18221278981,2,3845.560,270.238,270.238,4,6,8.544780,-7.891890,28328.900000,16.228700,-0.006770,-0.002353,103.241000,378,482.0680
1,0.12982483418,2,12917.800,787.874,0.000,7,3,8.188860,-5.945950,-299210.000000,4.763640,-0.003585,-0.003200,143.130000,297,519.7760
1,0.10053396141,2,14865.600,955.437,191.087,7,3,7.394010,-1.675680,1579.800000,18.962300,0.002852,-0.014663,140.906000,306,528.8580
1,0.09889571975,2,14863.100,1162.340,191.087,7,3,6.990410,-0.756757,4360.580000,9.870930,0.000989,-0.009139,163.301000,315,529.1230
1,0.19718841988,7,4684.570,191.087,1540.600,4,6,5.983320,-4.486490,26657.800000,20.250700,-0.000780,-0.012499,71.565000,809,425.0730
1,0.20631347790,7,4684.570,191.087,1540.600,4,6,6.202660,-0.216216,-243695.000000,20.439300,-0.000183,-0.002385,116.565000,834,425.7550
1,0.14213103905,2,13161.500,0.000,382.175,7,3,8.052900,-1.297300,44717.200000,1.350220,-0.001943,0.035355,135.000000,351,523.5000
1,0.14297843930,2,13161.500,0.000,382.175,7,3,9.437490,1.972970,4013.920000,1.350220,0.000833,0.011785,135.000000,351,523.5910
1,0.10838448685,2,12882.500,573.262,0.000,7,3,8.038070,-2.054050,-4597.130000,8.478710,-0.000215,0.008944,243.435000,289,522.3630
1,0.11459710235,2,13332.400,270.238,764.350,7,3,7.308300,-2.405410,-28848.300000,17.662300,0.000325,0.000564,173.991000,348,524.5800
1,0.13739344136,2,14698.800,1281.850,0.000,7,3,8.401620,-4.891890,-11284.200000,2.698950,-0.002215,0.000000,315.000000,280,531.1720
1,0.17431368711,2,13245.800,382.175,955.437,7,3,8.640190,-0.324324,-22676.500000,8.582480,0.000655,0.002873,83.659800,343,525.5520
1,0.13683029670,2,14865.600,1632.650,270.238,7,3,7.883280,-10.081100,-37294.900000,8.049470,0.002966,-0.045176,315.000000,303,531.9260
1,0.12904046831,2,12561.000,573.262,191.087,7,1,9.824870,-4.189190,-472211.000000,5.128710,-0.001306,-0.028601,291.801000,306,523.6980
1,0.13125802311,2,14614.100,1391.140,0.000,7,3,8.551780,-2.189190,-12564.500000,5.550720,0.000709,-0.007398,239.036000,279,532.1840
1,0.12013563593,2,12652.200,382.175,0.000,7,3,10.500000,-2.837840,3268.980000,6.918170,-0.000133,0.005702,105.945000,283,524.3810
1,0.09684121484,2,12985.500,3920.790,1730.370,7,3,6.757170,-6.891890,-6974.860000,21.242600,-0.002130,-0.018957,239.036000,433,535.1280
1,0.12159192032,2,5145.190,427.284,382.175,4,1,7.437310,-2.891890,-75393.400000,14.302900,-0.002236,-0.012153,191.310000,348,492.7710
1,0.17724171558,2,4822.830,688.975,191.087,7,3,9.466990,-2.729730,-202557.000000,8.159010,-0.002782,0.004503,144.462000,316,490.9340
1,0.10980077121,2,4822.830,688.975,191.087,7,3,9.721750,-3.000000,-48177.700000,2.134300,0.002328,-0.047703,26.565100,314,490.7870
1,0.13259180459,2,12398.600,540.477,191.087,4,3,6.834410,2.675680,-7650.540000,21.135500,0.002224,0.001533,277.431000,329,525.7460
1,0.10748579309,2,13502.500,573.262,1761.740,7,3,7.595960,-7.891890,22873.800000,10.555400,0.003686,-0.023804,259.695000,418,530.9020
1,0.13964230888,2,1540.600,3402.210,573.262,7,1,8.779410,-5.432430,733.077000,6.379370,-0.003381,0.015901,206.565000,1046,411.6010
1,0.16366817628,2,1575.750,3507.900,382.175,7,1,9.305560,-5.621620,277082.000000,7.653050,-0.000857,0.002417,352.875000,1046,411.6020
1,0.14847282747,2,12307.000,270.238,191.087,4,6,8.246500,2.918920,12835.400000,19.310300,0.004602,0.000230,295.346000,306,526.2950
1,0.14047027920,2,13759.600,191.087,1080.950,7,3,9.610400,-6.405410,405.157000,9.508660,-0.002950,0.001773,185.711000,332,532.8610
1,0.15430268094,2,13410.200,4089.450,1540.600,7,3,9.716100,-8.135130,-24731.200000,8.478710,-0.000645,0.011926,243.435000,392,536.6510
